,essay,error,message,frase
173,20,0,,"Percebemos cada vez mais a regressão dos valores humanos, colocando sempre a frente seus interesses mais ambiciosos e seu ego envaidecido, vindo a cometer, por exemplo, injustiças sociais das mais graves."
174,20,0,,"Deveríamos tentar combater essa forma de ""crime"" aprimorando nossos valores, aperfeiçoando nossa personalidade, conquistando assim, uma predominância de justiça."
175,21,0,,"Já dizia Sócrates: ""A formação do caráter tinha como finalidade a ética, condição essencial da felicidade""."
176,21,1,Comma separating Subject from predicate; ,"O filósofo que foi injustiçado, preferiu a morte a ter que deixar seus ideais de lado."
177,21,1,Comma separating Subject from predicate; ,"Este ato de injustiça na antiguidade, só nos mostra que a injustiça sempre esteve presente dentro dos seres humanos, e nos traz o questionamento: ""É preferível praticar ou sofrer uma injustiça?""."
178,21,1,Missing comma between the 'aposto'; ,"Existem os Justiceiros , que são pessoas que fazem justiça com as próprias mãos, que leva no caso a violência, quando uma pessoa pratica uma injustiça, além de estar corrompendo seu caráter, ela provoca em outras pessoas o mesmo sentindo de estar sendo injustiçado, o que provoca muitas vezes, muita violência."
179,21,0,,"O ato de praticar uma injustiça pode conter um motivo, mas foge do caráter humano, portanto quando você que sofre, e esta do outro lado, você sabe que sua ética e seu caráter estão intactos, vem com uma lição: ""não seja assim"", ""não seja mais um a praticar este ato""."
180,21,0,,"A justiça não precisa ser com violência, porém, quanto mais as pessoas praticarem este ato de injustiça, mais violência será gerada, então sim, preferimos estar com Sócrates, a ter o nosso caráter abalado."
181,21,0,,"Pois, já dizia Platão: ""Quem comete uma injustiça é sempre mais infeliz que o injustiçado""."
182,22,1,Comma separating Subject from predicate; ,"Em um diálogo entre Sócrates e Polo, Sócrates defende que é melhor sofrer injustiça do que praticá-la, Polo fica surpreso com a afirmação de Sócrates, pois sofrer uma injustiça não é nada fácil, mas o que foi levado em consideração são as consequências tanto de quem comete ou sofre injustiça."
183,22,0,,"De acordo com Sócrates sofrer uma injustiça é menos prejudicial, pois a vítima não praticou mal algum, diferente de quem praticou a injustiça, pois prejudicou o próximo."
184,22,0,,"Sócrates disse também que o mais feliz é aquele que não tem maldade na alma, mas quem pagou por suas maldades pode ter uma vida feliz."
185,22,0,,"Infelizmente algumas pessoas não se preocupam em relação ao que o outro sente e então acusam, prejudicam, e querem se beneficiar diante do sofrimento dos outros, e continuam cometendo maldade até que alguma consequência ruim aconteça com eles ou quando se arrependem e são punidosPorém, nem todos que cometem injustiças sentem culpa, bem como quem sofre injustiça por vezes sente-se envergonhado,  e se culpa pois não conseguiu impedir de ser injustiçado, mas pelo menos não fica com o peso na consciência por prejudicar alguém."
186,22,0,,"O fato é que levando em consideração a maldade, a vítima está livre dessa responsabilidade."
187,22,1,Comma separating Subject from predicate; ,"Já quem comete injustiça, pode levar uma vida infeliz, mas nem sempre é assim que acontece, ou seja, depende muito do indivíduo."
188,22,1,Comma separating Subject from predicate; ,"Contudo, diante dos olhos da sociedade, quem comete a injustiça não será visto com bons olhos, sofrerá a reputação negativa e pode virar vítima da própria maldade, enquanto a vítima continua com sua moral e é valorizada em seu meio social."
189,23,1,Missing comma between the 'aposto'; ,"Sócrates foi um dos principais filósofos ocidentais, abordando, em seus discursos nas praças de Atenas, temas como amor, conhecimento, política e virtude."
190,23,0,,Um de seus posicionamentos mais surpreendentes sobre a moral é o de que é preferível ser injustiçado do que injustiçar alguém.
191,23,1,Comma separating Subject from predicate; ,"E embora essa seja uma questão dilemática, ela pode indicar o comportamento de indivíduos e sociedades pela dicotomia entre individualismo e altruísmo - e suas implicações."
192,23,0,,"Dilemas como ""é preferível praticar ou sofre injustiça"" tendem a ter como resposta nenhuma das duas opções, pois, em qualquer escolha, alguém será prejudicado."
193,23,0,,"Entretanto, a moral que levou à resposta de Sócrates baseia-se no princípio do altruísmo, ou seja, evitar causar mal a terceiros."
194,23,0,,"Além disso, não causar malefício aos outros gera um benefício àqueles que se preocupam com os demais: não haverá culpa acerca da própria atitude."
195,23,0,,"Por outro lado, escolher a outra alternativa, ainda que não seja condenável nesse contexto, revela uma importante característica ética: o individualismo."
196,23,0,,"Biologicamente, esse comportamento faz sentido, já que, inclusive instintivamente, os organismos sempre lutam pelo seu próprio bem-estar."
197,23,1,Comma separating Subject from predicate; ,"Porém, quando o individualismo é estendido ao âmbito social, ele é nocivo porque, nessa situação, é preciso prezar pela harmonia do coletivo, sem prejudicá-lo de qualquer forma; nesse sentido, praticar uma injustiça é uma decisão negativa."
198,23,0,,A escolha entre sofrer ou executar uma injustiça não possui uma resposta ideal por ser uma questão dúbia.
199,23,1,Comma separating Subject from predicate; ,"Contudo, quando o ato de injustiçar é expandido ao coletivo, essa opção, devido ao maniqueísmo entre desejos individuais e coletivos, torna-se uma mais maléfica do que benéfica."
200,24,0,,Hodiernamente a injustiça tem se tornado algo proprio do nosso cotidiano.
201,24,0,,"Tal fato afeta a pessoas inocentes, aumentando mais ainda o preconceito e as desigualdades sociais."
202,24,0,,Com isso é discutível a questão: É preferível praticar ou sofrer uma injustiça?
203,24,0,,"A injustiça pode acontecer de várias maneiras politicamente, judicialmente, nas relações amorosas e entre outros."
204,24,0,,"Entretanto Sócrates defendia essa tese, pois acreditava que se o ser-humano permitisse sua natureza má iria prejudicar seu próximo e seria sempre mal visto pela sociedade, e isso manteria a nossa alma ""suja""."
205,24,0,,"Contudo desde a Idade Média a injustiça prevaleceu entre nós, até os dias de hoje."
206,24,0,,"Mesmo sendo pessoas religiosas, ainda assim preferimos pratica-la , pois um dos maiores medos dos seres humanos é ser enganado."
207,24,0,,"Mas é certo que devemos-nos amar uns aos outros, e com isso fazer sacrifícios (preferindo sofrer a injustiça)."
208,24,0,,Mesmo que a maioria prevaleça devemos fazer nossa parte de sermos altruísta .
209,25,0,,A injustiça é tudo que não é justo.
210,25,0,,"Dessa forma, nem agir injustamente e nem sofrer a injustiça é bom."
211,25,0,,"Lamentavelmente, são poucas as pessoas que têm virtudes, moral e dignidade, que fazem o bem e preferem receber a injustiça do que praticá-la."
212,25,0,,Vivemos em uma sociedade egoísta onde os valores são invertidos .
213,25,0,,"O objetivo da maioria das pessoas é ""querer se dar bem"" não importando se irá prejudicar o próximo."
214,25,0,,"Um bom exemplo disso é a injustiça que o povo brasileiro sofre nas mãos dos políticos sem escrúpulos, que desviam dinheiro público,como se já não bastasse o altíssimo salário que eles recebem, verbas que seriam destinadas às escolas e hospitais do país, ""engordam"" ainda mais as suas contas bancárias, enquanto milhares de cidadãos vivem na extrema miséria."
215,25,1,Missing comma between the 'aposto'; ,"Além disso, existem injustiças de diversas formas: violência contra uma criança, contra um animal, indivíduo inocente sendo acusado e condenado por um crime que não cometeu e etc."
216,25,0,,"Infelizmente, todas as pessoas estão sujeitas a sofrer injustiça, não há como escapar."
217,25,0,,"Entretanto, o indivíduo tem o poder da escolha, entre o mal ou o bem, em praticar a injustiça ou não."
218,25,0,,A atitude dependerá somente das virtudes e consciência de cada um.
219,26,1,Comma separating Subject from predicate; ,"Em um mundo onde a prática da injustiça tem destaque desde os primórdios, é certo de que a realização ou vivência desse ato não é benéfico nem para o que comete e nem para o que sofre."
220,26,0,,"Porém, deliberando sobre qual seria o mais prejudicial a consciência e dignidade humana, a ação de cometer tal iniquidade se sobressai."
221,26,0,,"E isso, devido a questão de que nenhum conflito é mais danoso que o conflito consigo mesmo."
222,26,0,,"Pois, ao cometer injustiça a alguém, estaremos lidando com este fato por toda nossa vida."
223,26,1,Comma separating Subject from predicate; ,"Ressentimentos, arrependimentos e até atormentações são aspectos que podem fazer parte da vida do sujeito ."
224,26,0,,"Ademais, com tais aspectos , casos de depressão profunda podem se manifestar com facilidade."
225,26,0,,Como já foram os diversos casos de pessoas que cometeram o feito e não conseguiram processar os acontecimentos posteriores.
226,26,0,,"Além disso, mesmo que o sujeito tenha um enorme contingente de virtudes, nada irá transparecer mais que os atos iníquos cometidos pelo mesmo ."
227,26,0,,E será principalmente por isso que ele será lembrado.
228,26,1,Missing comma between the 'aposto'; ,"Como podemos visualizar ao lembrarmos sobre a injusta morte causada ao general romano Júlio César, morto por seu sobrinho de criação e convivência, Marco Júnio Bruto."
229,26,1,Comma separating Subject from predicate; ,"Este, por ter agido com má conduta é lembrado até os dias atuais como traidor."
