essay|error|message|frase
37|xml:4|Não acontece crase antes de verbo.|Infelizmente, vivemos em um mundo onde tudo é muito injusto, sendo assim, acabamos nos acostumando à sofrer esse mal
37|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Mas e se pudéssemos escolher sobre pratica-lo ou sofre-lo ?Vivemos isso diariamente, chega a ser triste ver a quantidade de pessoas que passam fome no mundo, a saúde cada vez mais precária, nenhum investimento na educação
37|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| E pra onde vai todo o dinheiro dos impostos que pagamos? Há pessoas que tem condições de pagar uma escola particular para seus filhos, uma faculdade ou até mesmo um convenio medico , mas a grande maioria não tem e tem que depender do estado
38|xml:21|O adjetivo concorda com o substantivo a que se refere.| Nesse contexto, grande parcela da população encontra-se desamparada pela falta poder, força ou perspicácia, sendo vítimas das regras do regime estabelecido, mas por vezes, acusadas de serem co-participantes caso haja uma sublevação das mesmas
38|repetition:DUPLICATED_TOKEN|Repetição de palavras.|A doutrina filosófica utilitarista de Jeremy Bentham e John Stuart Mill, na qual a maximização da utilidade confere valor moral à a uma conduta justa pode ser contestada quando se considera, por exemplo, a condição de escravo na antiga civilização romana, caracterizada pela débil e ultrajante reputação para tais pessoas, na medida em que não levava em conta as liberdades individuais
38|xml:114|Os determinantes concordam com o substantivo a que se referem.| Prisioneiros de guerras estavam sujeitos a lutas em arenas para o divertimento e felicidade do público em geral e, de certo modo, eles nada podiam exigir para a manutenção de sua segurança vital
38|xml:1|Não ocorre crase antes de palavras masculinas.|As minorias (considerada também como escória) que compõem a grande escala da população devem, de acordo, com Karl Marx, juntar-se em prol de uma futura revolução de caráter proletário, visando suprimir o poder opressor da burguesia, para que isso se torne viável na hodiernidade, é necessário interferência no poder estatal à respeito do cumprimento de leis que criminalizam a prática da corrupção, geradora de tantas injustiças, além da apresentação à comunidade, em grande parte submetida aos ideais de cultura de massa, de princípios filosóficos de justiça social, sendo que deve ocorrer uma mitigação dos efeitos da injustiça, mas caso isso não seja possível, submeter-se, para a manutenção da ordem e garantia da virtude, defendida por Sócrates e Aristóteles, em contraposição ao caos, é mais adequado
39|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Dessa forma, o oposto da justiça pode ser discutida , de tal forma que, sofrer ou praticar uma injustiça podem adquirir um mesmo peso
39|xml:114|Os determinantes concordam com o substantivo a que se referem.|Ademais disso, após o crescimento dessa pessoa, ela fica submersa a ações de outros, ficando vulnerável a uma injustiça ou praticando a injustiça, entretanto,  a justiça a qual um determinado grupo que julgará essas ações, dependerá da moral e a ética construídas de acordo com a sociedade, e o peso de a ter cometido ou sofrido, dependerá de seus valores dentro do seu contexto social
39|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Ademais disso, após o crescimento dessa pessoa, ela fica submersa a ações de outros, ficando vulnerável a uma injustiça ou praticando a injustiça, entretanto,  a justiça a qual um determinado grupo que julgará essas ações, dependerá da moral e a ética construídas de acordo com a sociedade, e o peso de a ter cometido ou sofrido, dependerá de seus valores dentro do seu contexto social
40|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|"A corrupção é tão antiga quanto ao emergir da espécie humano , assim como pode ser comprovado no livro do autor Sérgio de Holanda, intitulado ""Raízes do Brasil"" no qual versa acerca da corrupção especificamente no século XX"
40|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Portanto, a corrupção está enraizada na cultura brasileira, logo,  direta ou indiretamente , todos colaboram para essa triste realidade
40|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Portanto, a corrupção está enraizada na cultura brasileira, logo,  direta ou indiretamente , todos colaboram para essa triste realidade
41|xml:103|Os artigos concordam com o substantivo a que se referem.| Desde a década de 90 com o IMPEACHMENT do presidente Collor, que foi destituido do cargo por envolvimento em corrupção e fraudes financeiras mostra o cenário onde o pais se encontra nos dias atuais
41|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Entretanto,  tanto os agentes públicos e politicos quanto o homem que não devolve o troco que recebeu a mais, ou o gari que acha carteira com dinheiro e não devolve incorrem no mesmo erro, apenas as proporções se diferenciam
41|xml:95|Os artigos concordam com o substantivo a que se referem.|  O ministerio da educação e os país de crianças, adolescentes e jovens precisam trabalhar para difundir a cultura da boa indule , pois esses jovens estarão um dia a frente da maquina operacional do pais 
41|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|  O ministerio da educação e os país de crianças, adolescentes e jovens precisam trabalhar para difundir a cultura da boa indule , pois esses jovens estarão um dia a frente da maquina operacional do pais 
41|probs:paronyms|Possível confusão entre maquina e máquina.|  O ministerio da educação e os país de crianças, adolescentes e jovens precisam trabalhar para difundir a cultura da boa indule , pois esses jovens estarão um dia a frente da maquina operacional do pais 
41|xml:103|Os artigos concordam com o substantivo a que se referem.|  O ministerio da educação e os país de crianças, adolescentes e jovens precisam trabalhar para difundir a cultura da boa indule , pois esses jovens estarão um dia a frente da maquina operacional do pais 
42|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|Diante do exposto, a corrupção é um mal que deve ser combatido em todas as esferas da sociedade, porque ela é a causa de várias injustiças neste país, ela é o motivo dos recursos, tão abundantes, serem utilizados de forma pródiga beneficiando uma pequena parcela da população em detrimento da maioria de brasileiros que vivem em situação de pobreza em um país tão rico
43|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.| Este ato da população é correto porém será que estas pessoas tem dado exemplos de um bom cidadão?Claramente, a resposta será que apenas a minoria representa o modelo de honestidade a ser seguido
43|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|" Com tudo , seria mais acessível mostrar ter um bom caráter, sempre ajudar ao próximo e cuidar para que as futuras gerações sejam menos egoístas e ""espertas"""
44|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|" As pessoas tendem a atribuí-la apenas ao governo, ao alto escalão do poder, não que eles estão livres de praticá-lo , pelo contrário, temos, por exemplo, a Operação ""Lava Jato"" que veio a mostrar quão grande é a corrupção política brasileira"
44|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Por exemplo, furar filas, solicitar favores (nos casos os quais sabem não serem corretos ), induzir pessoas a erros para que assim os indutores se beneficiem 
44|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Por isso a corrupção não deve ser observada apenas no meio político , mas sim em todas as camadas da população
45|xml:114|Os determinantes concordam com o substantivo a que se referem.|Visto que a corrupção no Brasil não está ligada somente em a partidos políticos mais também em pequenas atitudes nossas como cidadões deste país
46|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Da mesma forma que desviar dinheiro público para políticos,  é normal
46|xml:96|"Os verbos ""evitar"" e ""usufruir"" não regem preposição ""de""."| Uma pessoa que usa o nome alheio para usufruir de seus benefícios, não tem direito de querer julgar ninguém
46|xml:124|O adjetivo na função de predicativo concorda com o sujeito.| É você que coloca eles no poder, e eles são o espelho da sociedade!
47|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|"Voltar ou receber o troco errado e não se manifestar; ocupar lugares destinados à deficientes e idosos; utilizar, sem autorização, fontes de fizinhos (o famoso ""gato"") ; sonegar impostos; dirigir embriagado; entre outros, são atos presentes na rotina de muitos brasileiros"
47|xml:4|Não acontece crase antes de verbo.|Diante do exposto é necessário que pais e escolas eduquem não somente para ler e escrever, mas que ensinem seus filhos e alunos à complicada, porém admirável arte de ser um cidadão honesto
48|xml:124|O adjetivo na função de predicativo concorda com o sujeito.| A situação atual do Brasil é reflexo de uma atitude comum à maioria dos brasileiros: a vontade de levar vantagem em tudo
48|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.| Daí a diferença entre o corrupto da classe alta e o da classe baixa, o primeiro se deixa corromper por muito, o segundo, por pouco
50|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|Se somos todos corruptos? Se há corrupção em todos os níveis da sociedade brasileira? Ou se é apenas uma imagem açodada do povo brasileiro? São questões levantadas de cujas respostas dependerá da solução de outra interrogação, a saber: o que é corrupção?A ideia geral transmitida por essa palavra – corrupção – traz a lume a problemática mal resolvida por muitos, mas que é entranhável, qual seja: ela é um tipo de vício de caráter cuja consequência resulta no desvio de conduta, que, por conseguinte, se não reparada , descamba para pequenos delitos até a prática de graves crimes que prejudicam uma nação inteira
50|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Se somos todos corruptos? Se há corrupção em todos os níveis da sociedade brasileira? Ou se é apenas uma imagem açodada do povo brasileiro? São questões levantadas de cujas respostas dependerá da solução de outra interrogação, a saber: o que é corrupção?A ideia geral transmitida por essa palavra – corrupção – traz a lume a problemática mal resolvida por muitos, mas que é entranhável, qual seja: ela é um tipo de vício de caráter cuja consequência resulta no desvio de conduta, que, por conseguinte, se não reparada , descamba para pequenos delitos até a prática de graves crimes que prejudicam uma nação inteira
50|punctuation:BEFORE_SENTENCES|Pontuação no início da frase.|, e que, portanto, merecem o devido respeito e observância para mantença da higidez de um povo
50|xml:118|Verificou-se erro de concordância entre o sujeito e o verbo.|Acontece, todavia, que o problema da corrupção se tornou uma espécie cultural, em que alguns a observam, a vivenciam e a reverenciam, seja de maneira deliberada e espontânea, seja de maneira involuntária e ignorante
50|xml:114|Os determinantes concordam com o substantivo a que se referem.| Acabam se revestindo, até forçadamente – porque o bom caráter constrange a práticas de boas condutas -, de combatentes da ordem moral e legal (aqui vale um adendo: da boa ordem moral e da boa ordem legal) contra a ordem corrompida e contra a ordem que corrompe
